author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302939791/;Cанкт-Петербург;sale;flat;6;7;1;33.05;8500000;;;;Санино;Квартал Западный ЖК
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/295052049/;Cанкт-Петербург;sale;flat;7;19;1;41.23;9594221;;;;;Лучший
Лидер;real_estate_agent;https://sochi.cian.ru/sale/flat/301597979/;Cанкт-Петербург;sale;flat;12;17;1;35.0;9800000;с. Раздольное; Тепличная;75;;Министерские озера
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303866591/;Cанкт-Петербург;sale;flat;4;5;2;42.8;11190000;Новогиреево;Мартеновская ;16/36;Новогиреево;
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/303116161/;Cанкт-Петербург;sale;flat;7;9;2;43.0;11950000;;проспект Магеллана;2;Прокшино;Испанские кварталы
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/303294507/;Cанкт-Петербург;sale;flat;12;13;1;36.0;12000000;Центральный; Волжская;36;;
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/302546697/;Cанкт-Петербург;sale;flat;3;13;1;40.0;12000000;Дагомыс пгт; Старошоссейная;5к3;;Каравелла Португалии
Liberty Estate;real_estate_agent;https://www.cian.ru/sale/flat/304275053/;Cанкт-Петербург;sale;flat;5;9;1;32.0;13300000;Донской;Загородное шоссе;15К2;Крымская;
NIKA ESTATE;real_estate_agent;https://sochi.cian.ru/sale/flat/302701241/;Cанкт-Петербург;sale;flat;2;3;1;41.1;13900000;Адлерский; Ленина;219А/1;;Мадрид парк 2
ID 7479168;homeowner;https://spb.cian.ru/sale/flat/198538955/;Cанкт-Петербург;sale;flat;3;13;1;43.0;14490000;Красногвардейский;Пискаревский проспект;1;Площадь Ленина;Четыре горизонта
BERI;real_estate_agent;https://www.cian.ru/sale/flat/302524825/;Cанкт-Петербург;sale;flat;5;12;2;52.1;14990000;Коптево;проезд Черепановых;72К1;Лихоборы;
3SGroup;developer;https://www.cian.ru/sale/flat/299379629/;Cанкт-Петербург;sale;flat;17;17;2;64.3;16075000;;;;Корниловская;FOREVILLE
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303804363/;Cанкт-Петербург;sale;flat;9;9;2;56.3;17990000;Филевский парк;Новозаводская ;2к8А;Фили;
Тимур Ярыш;realtor;https://khimki.cian.ru/sale/flat/303787585/;Cанкт-Петербург;sale;flat;39;42;2;68.5;20500000;; Кудрявцева;16;Химки;Маяк
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/299111448/;Cанкт-Петербург;sale;flat;10;18;2;60.5;21000000;Зюзино;Симферопольский бульвар;24к4;Чертановская;
Андрей Хитров;realtor;https://www.cian.ru/sale/flat/299463560/;Cанкт-Петербург;sale;flat;8;10;1;36.1;21500000;Даниловский;Летниковская ;13;Павелецкая;MITTE
Минские холмы;developer;https://www.cian.ru/sale/flat/298045259/;Cанкт-Петербург;sale;flat;8;52;2;53.8;21824030;Раменки;проспект Генерала Дорохова;вл1к1;Раменки;Will Towers
MR Group;developer;https://www.cian.ru/sale/flat/303224657/;Cанкт-Петербург;sale;flat;13;55;1;43.52;22205055;Марьина роща; 4-я Марьиной рощи;12к2;Рижская;Mod
Группа Родина;developer;https://www.cian.ru/sale/flat/293156291/;Cанкт-Петербург;sale;flat;2;24;1;40.3;23694900;Ростокино;;к3;Ботанический сад;Союз ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301175611/;Cанкт-Петербург;sale;flat;11;29;2;50.7;24500000;Нагатино-Садовники;Варшавское шоссе;37Ак2;Нагатинская;Rotterdam
Estes;real_estate_agent;https://www.cian.ru/sale/flat/302992986/;Cанкт-Петербург;sale;flat;10;45;2;52.5;24999000;Коньково;40-й кв-л;;Калужская;Обручева 30 ЖК
Estes;real_estate_agent;https://www.cian.ru/sale/flat/304519288/;Cанкт-Петербург;sale;flat;4;21;1;45.0;27500000;Алексеевский;Новоалексеевская ;16к3;Алексеевская;Серебряный фонтан
ID 101525579;homeowner;https://www.cian.ru/sale/flat/302073637/;Cанкт-Петербург;sale;flat;2;5;2;48.0;28700000;Пресненский; Юлиуса Фучика;2/30;Маяковская;
GloraX;developer;https://www.cian.ru/sale/flat/303477026/;Cанкт-Петербург;sale;flat;5;21;1;52.75;29449999;Беговой; 1-я Ямского Поля;28С3;Белорусская;GloraX Premium Белорусская
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576242/;Cанкт-Петербург;sale;flat;15;22;2;38.4;29255040;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/300099173/;Cанкт-Петербург;sale;flat;3;15;1;37.5;30000000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Estes;real_estate_agent;https://www.cian.ru/sale/flat/302214446/;Cанкт-Петербург;sale;flat;28;45;2;77.1;37400000;Хорошево-Мневники;;;Шелепиха;Сидней Сити ЖК
ID 117237869;homeowner;https://www.cian.ru/sale/flat/303439680/;Cанкт-Петербург;sale;flat;3;20;2;108.0;38700000;Хорошево-Мневники;проспект Маршала Жукова;59;Народное Ополчение;
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/300284866/;Cанкт-Петербург;sale;flat;19;24;2;70.0;42000000;Хорошевский;Хорошевское шоссе;25Ак3;Хорошёвская;Династия
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/301208788/;Cанкт-Петербург;sale;flat;10;34;2;64.4;48000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303290499/;Cанкт-Петербург;sale;flat;2;8;2;61.5;51000000;Таганский;Серебряническая набережная;11;Китай-город;Титул на Серебрянической
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/296351713/;Cанкт-Петербург;sale;flat;13;16;2;75.3;54000000;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
Трансстройинвест;developer;https://www.cian.ru/sale/flat/296303052/;Cанкт-Петербург;sale;flat;3;8;1;62.7;89465815;Мещанский;Большой Кисельный переулок;11/2с2;Тургеневская;Frank's house
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/294203461/;Cанкт-Петербург;sale;flat;2;9;2;60.0;93000000;Таганский;Большой Николоворобинский переулок;9к1;Китай-город;Дом NV/9
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304781924/;Cанкт-Петербург;sale;flat;4;6;2;105.6;95000000;Арбат; Арбат;15/43;Арбатская;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301286107/;Cанкт-Петербург;sale;flat;3;3;1;47.7;4841550;Прикубанский; Имени Валерия Вишневецкого;13/3;;Отрада
А101;developer;https://www.cian.ru/sale/flat/295067092/;Cанкт-Петербург;sale;flat;5;9;2;37.4;7382897;;;2;Толстопальцево;Родные кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/292131471/;Cанкт-Петербург;sale;flat;15;15;2;35.8;9351855;;;;Филатов Луг;Деснаречье ЖК
Аквилон;developer;https://www.cian.ru/sale/flat/304053417/;Cанкт-Петербург;sale;flat;2;23;2;35.5;10513645;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
ID 61275750;realtor;https://balashikha.cian.ru/sale/flat/304707881/;Cанкт-Петербург;sale;flat;16;17;2;60.2;10999999;;Молодежная ;11;Салтыковская;
RND;real_estate_agent;https://www.cian.ru/sale/flat/301426259/;Cанкт-Петербург;sale;flat;6;16;1;34.8;12300000;Дмитровский;Дмитровское шоссе;107Ак5;Яхромская;Город
ID 153410;unknown;https://www.cian.ru/sale/flat/304191498/;Cанкт-Петербург;sale;flat;3;17;1;38.0;12800000;Войковский;Нарвская ;1Ак3;Водный стадион;Головино
Мария Балакина;realtor;https://www.cian.ru/sale/flat/303671677/;Cанкт-Петербург;sale;flat;7;9;2;37.5;14700000;Черемушки;Нахимовский проспект;37К2;Профсоюзная;
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/304159654/;Cанкт-Петербург;sale;flat;8;9;2;45.0;15950000;Кунцево; Академика Павлова;13;Молодёжная;
IKON Development;developer;https://odintsovo.cian.ru/sale/flat/298194733/;Cанкт-Петербург;sale;flat;8;9;2;58.1;18048383;;;;;Skolkovo ONE
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/301192997/;Cанкт-Петербург;sale;flat;10;25;2;61.0;19699990;Обручевский;Ленинский проспект;109/1к2;Новаторская;
Forma;developer;https://www.cian.ru/sale/flat/297983463/;Cанкт-Петербург;sale;flat;2;29;1;42.6;21270180;Аэропорт;Часовая ;28к8;Сокол;SOUL
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303449511/;Cанкт-Петербург;sale;flat;11;54;2;62.7;22000000;Покровское-Стрешнево;Волоколамское шоссе;95/2к7;Трикотажная;City Bay
КОРТРОС;developer;https://www.cian.ru/sale/flat/298603823/;Cанкт-Петербург;sale;flat;25;26;2;47.4;23178600;Останкинский;;;ВДНХ;АйЛав ЖК
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/304779000/;Cанкт-Петербург;sale;flat;9;31;1;45.3;24990000;Филевский парк;Береговой проезд;5к1;Фили;Фили Град
AFI Development;developer;https://www.cian.ru/sale/flat/294550185/;Cанкт-Петербург;sale;flat;15;25;2;47.6;25605040;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park Воронцовский
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/301364480/;Cанкт-Петербург;sale;flat;18;42;1;40.7;26000000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301432569/;Cанкт-Петербург;sale;flat;3;44;1;54.9;30500000;Хорошево-Мневники;к2/2;к2/2;Хорошёво;Сидней Сити ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301430495/;Cанкт-Петербург;sale;flat;2;8;2;72.6;32000000;Хорошево-Мневники;к2/1;к2/1;Хорошёво;Сидней Сити ЖК
Optima Development;developer;https://www.cian.ru/sale/flat/301041605/;Cанкт-Петербург;sale;flat;2;41;2;48.5;33762426;Хорошевский;Ленинградский проспект;37/2;Петровский Парк;Прайм Парк
MR Group;developer;https://www.cian.ru/sale/flat/303031975/;Cанкт-Петербург;sale;flat;26;37;1;44.8;34587168;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301258434/;Cанкт-Петербург;sale;flat;2;10;2;67.88;85000000;Тверской; Палиха;4;Менделеевская;Клубный дом Maison Rouge
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299107582/;Cанкт-Петербург;sale;flat;5;6;2;94.0;111110000;Замоскворечье;Садовническая набережная;7;Новокузнецкая;BALCHUG VIEWPOINT
