author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/299582024/;Cанкт-Петербург;sale;flat;15;17;2;51.0;6830000;мкр. Воровского; Республики;204к19;;Баланс
ID 108172779;real_estate_agent;https://www.cian.ru/sale/flat/301496936/;Cанкт-Петербург;sale;flat;7;8;1;53.2;58786000;Таганский;Славянская площадь;2/5с1;Китай-город;LUMIN
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/299582075/;Cанкт-Петербург;sale;flat;11;17;1;21.5;4440000;мкр. Воровского; Республики;204к19;;Баланс
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/302081797/;Cанкт-Петербург;sale;flat;2;10;2;69.4;85000000;Тверской; Палиха;4;Менделеевская;Клубный дом Maison Rouge
Брусника;representative_developer;https://tyumen.cian.ru/sale/flat/304906862/;Cанкт-Петербург;sale;flat;7;8;2;59.11;7310000;;;;;Октябрьский на Туре
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/294212104/;Cанкт-Петербург;sale;flat;34;78;2;76.1;62000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
РКС Девелопмент;developer;https://krasnodar.cian.ru/sale/flat/301562871/;Cанкт-Петербург;sale;flat;6;8;2;46.0;11173400;;;;;Anapolis Residence
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298050415/;Cанкт-Петербург;sale;flat;11;13;2;83.0;98900000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
РКС Девелопмент;developer;https://krasnodar.cian.ru/sale/flat/302912009/;Cанкт-Петербург;sale;flat;2;8;1;41.7;9845370;;;;;Anapolis Residence
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302543412/;Cанкт-Петербург;sale;flat;8;9;2;71.3;59900000;Тверской;1-я Тверская-Ямская ;7;Маяковская;
Интеллект;developer;https://krym.cian.ru/sale/flat/295983977/;Cанкт-Петербург;sale;flat;9;13;2;36.68;11291110;;;;;Парковая Резиденция
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298050405/;Cанкт-Петербург;sale;flat;7;9;2;108.3;169000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Таврида Девелопмент;developer;https://krym.cian.ru/sale/flat/291905826/;Cанкт-Петербург;sale;flat;2;20;2;46.3;18983000;;;;;Новая Ливадия
ID 118500316;homeowner;https://www.cian.ru/sale/flat/304242702/;Cанкт-Петербург;sale;flat;19;41;2;55.0;28500000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/296703622/;Cанкт-Петербург;sale;flat;3;4;2;54.58;7980000;Калининский;Ямская ;159с1/24;;Эклипт
ID 413522;realtor;https://www.cian.ru/sale/flat/304414073/;Cанкт-Петербург;sale;flat;13;15;2;117.4;139800000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/304489650/;Cанкт-Петербург;sale;flat;21;23;2;46.8;9630000;мкр. Харьковская (Центральный);Новгородская ;9Б;;О два
Самолёт плюс Новокузнецкая;real_estate_agent;https://www.cian.ru/sale/flat/303634229/;Cанкт-Петербург;sale;flat;6;19;1;41.1;20299000;Замоскворечье;Летниковская ;4С2;Павелецкая;
СЗ Феникс;developer;https://rostov.cian.ru/sale/flat/293615625/;Cанкт-Петербург;sale;flat;8;19;2;41.8;7132334;Советский;проспект Стачки;198В;;Times
ID 112591621;homeowner;https://www.cian.ru/sale/flat/301839935/;Cанкт-Петербург;sale;flat;13;45;2;51.0;31500000;Дорогомилово;Кутузовский проезд;16А/1;Деловой центр;River Park Кутузовский
Интеллект;developer;https://krym.cian.ru/sale/flat/295983885/;Cанкт-Петербург;sale;flat;2;13;1;38.3;11711713;;;;;Парковая Резиденция
Marry Lane Group;real_estate_agent;https://www.cian.ru/sale/flat/303980600/;Cанкт-Петербург;sale;flat;4;10;2;44.3;34000000;Беговой; 1-я Ямского Поля;1к1;Белорусская;Slava
Таврида Девелопмент;developer;https://krym.cian.ru/sale/flat/304428700/;Cанкт-Петербург;sale;flat;2;20;1;25.04;10141200;;;;;Новая Ливадия
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/304330116/;Cанкт-Петербург;sale;flat;7;14;2;95.0;190000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/299268343/;Cанкт-Петербург;sale;flat;2;4;1;31.4;5240000;Калининский;Ямская ;159с1/25;;Эклипт
ID 85604823;unknown;https://www.cian.ru/sale/flat/304490404/;Cанкт-Петербург;sale;flat;38;51;2;64.0;38000000;Пресненский;Шмитовский проезд;39к1;Шелепиха;Headliner
Интеллект;developer;https://krym.cian.ru/sale/flat/274306219/;Cанкт-Петербург;sale;flat;3;20;2;48.39;11732426;;;;;Крымская Резиденция
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/303801019/;Cанкт-Петербург;sale;flat;13;14;1;40.3;8400000;; Гренадерская;9к3;Ольховая;Новые Ватутинки, мкр. Десна
СЗ Феникс;developer;https://rostov.cian.ru/sale/flat/293615857/;Cанкт-Петербург;sale;flat;14;19;1;40.2;7298310;Советский;проспект Стачки;198В;;Times
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/304323178/;Cанкт-Петербург;sale;flat;9;14;2;55.2;11800000;; Гренадерская;9к1;Ольховая;Новые Ватутинки, мкр. Десна
Дипломат;developer;https://krym.cian.ru/sale/flat/292125018/;Cанкт-Петербург;sale;flat;2;8;2;66.0;22622160;;;;;Резиденция Дипломат
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/304519685/;Cанкт-Петербург;sale;flat;39;41;2;56.9;40000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/298880707/;Cанкт-Петербург;sale;flat;13;14;2;38.2;6440000;Калининский;Кремлевская ;95;;Дружеский
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/303776065/;Cанкт-Петербург;sale;flat;4;16;2;59.8;13300000;; Гренадерская;9к3;Ольховая;Новые Ватутинки, мкр. Десна
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/303339483/;Cанкт-Петербург;sale;flat;3;16;2;52.9;8920000;мкр. Харьковская (Центральный);Новгородская ;22;;Да.Квартал Централь
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/302544975/;Cанкт-Петербург;sale;flat;19;41;1;47.6;42000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
Альянс;developer;https://rostov.cian.ru/sale/flat/293649137/;Cанкт-Петербург;sale;flat;2;7;2;77.88;27258000;Кировский;Социалистическая ;118;;Дом-резиденция Собрание
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303753500/;Cанкт-Петербург;sale;flat;3;5;2;69.3;52000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
География;developer;https://tyumen.cian.ru/sale/flat/304274401/;Cанкт-Петербург;sale;flat;2;23;2;62.68;8280000;;;;;Дивный квартал у озера
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/295800676/;Cанкт-Петербург;sale;flat;4;17;2;44.5;39500000;Пресненский;Звенигородское шоссе;11;Улица 1905 года;Дизайнерский дом Eleven
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/304812411/;Cанкт-Петербург;sale;flat;3;16;2;52.7;7800000;мкр. Воровского; Республики;204к12;;Дом на Большой Спасской
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301655618/;Cанкт-Петербург;sale;flat;1;11;2;74.13;100000000;Дорогомилово;;3к2;Парк Победы;Виктори Парк Резиденсез ЖК
География;developer;https://tyumen.cian.ru/sale/flat/304269740/;Cанкт-Петербург;sale;flat;2;19;2;57.35;7920000;;;;;Окинава
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301565559/;Cанкт-Петербург;sale;flat;5;21;2;117.0;115000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Брусника;representative_developer;https://tyumen.cian.ru/sale/flat/304906812/;Cанкт-Петербург;sale;flat;7;17;2;69.69;9090000;;;;;Республики 205
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/304742407/;Cанкт-Петербург;sale;flat;8;12;1;52.7;10500000;Центральный; Несебрская;14;;
Интеллект;developer;https://krym.cian.ru/sale/flat/291497619/;Cанкт-Петербург;sale;flat;2;20;1;27.32;7063344;;;;;Крымская Резиденция
Игорь Бракман;realtor;https://www.cian.ru/sale/flat/245025415/;Cанкт-Петербург;sale;flat;5;9;2;62.4;23800000;Сокол;Ленинградский проспект;77К2;Сокол;
Дипломат;developer;https://krym.cian.ru/sale/flat/292125100/;Cанкт-Петербург;sale;flat;4;8;1;66.5;23349480;;;;;Резиденция Дипломат
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/272003903/;Cанкт-Петербург;sale;flat;5;6;2;43.0;27500000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/292444445/;Cанкт-Петербург;sale;flat;2;8;1;30.7;5300000;Калининский;Кремлевская ;97;;Дружеский
SIRIUS REALTY;real_estate_agent;https://sochi.cian.ru/sale/flat/304742984/;Cанкт-Петербург;sale;flat;4;5;1;38.0;9000000;Центральный;переулок Морской;1/1Б;;
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/303339478/;Cанкт-Петербург;sale;flat;4;16;1;32.3;6020000;мкр. Харьковская (Центральный);Новгородская ;22;;Да.Квартал Централь
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/303902201/;Cанкт-Петербург;sale;flat;17;24;2;45.0;37000000;Хорошевский;Хорошевское шоссе;25Ак2;Полежаевская;Династия
Альянс;developer;https://rostov.cian.ru/sale/flat/294519207/;Cанкт-Петербург;sale;flat;2;7;1;48.74;16084200;Кировский;Социалистическая ;118;;Дом-резиденция Собрание
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304681968/;Cанкт-Петербург;sale;flat;5;40;2;40.0;37200000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
География;developer;https://tyumen.cian.ru/sale/flat/304275484/;Cанкт-Петербург;sale;flat;2;9;1;37.95;6350000;;;;;Дивный квартал у озера
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/296216266/;Cанкт-Петербург;sale;flat;13;40;2;47.3;41150000;Хорошевский;Ленинградский проспект;37/3;;Прайм Парк
Дом девелопмент;developer;https://tyumen.cian.ru/sale/flat/287868935/;Cанкт-Петербург;sale;flat;8;16;1;30.7;6290000;мкр. Воровского; Республики;204к12;;Дом на Большой Спасской
Солнечный Берег;real_estate_agent;https://sochi.cian.ru/sale/flat/304424765/;Cанкт-Петербург;sale;flat;16;18;2;66.0;22000000;Хостинский; Яна Фабрициуса;2/23Мк1;;Меркато
География;developer;https://tyumen.cian.ru/sale/flat/304270980/;Cанкт-Петербург;sale;flat;4;19;1;38.77;6410000;;;;;Окинава
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/304381579/;Cанкт-Петербург;sale;flat;5;41;1;40.2;34000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294666370/;Cанкт-Петербург;sale;flat;3;24;2;57.34;6260381;мкр. РИП;Российская ;;;Гулливер
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/299890518/;Cанкт-Петербург;sale;flat;9;40;1;41.5;32000000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
Спектр;representative_developer;https://novosibirsk.cian.ru/sale/flat/302061402/;Cанкт-Петербург;sale;flat;2;4;2;67.56;10890000;;;;;Спектр
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/301550653/;Cанкт-Петербург;sale;flat;13;41;1;41.5;31000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301035458/;Cанкт-Петербург;sale;flat;2;19;2;48.61;10110880;Советский;;;Горки;Светлая Долина ЖК
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/301763282/;Cанкт-Петербург;sale;flat;39;41;2;56.9;40000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Главстрой Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/304286516/;Cанкт-Петербург;sale;flat;3;23;1;32.62;6837267;Приморский; Ивинская;1к2;Комендантский проспект;Юнтолово
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/299860953/;Cанкт-Петербург;sale;flat;9;41;1;40.5;27000000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/296197322/;Cанкт-Петербург;sale;flat;2;21;2;48.48;5860000;;;;;ЖР 
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/292933473/;Cанкт-Петербург;sale;flat;16;40;1;41.1;31500000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294667112/;Cанкт-Петербург;sale;flat;4;24;1;40.58;5182878;мкр. РИП;Российская ;;;Гулливер
Недвижимость Большого Сочи;real_estate_agent;https://krasnodar.cian.ru/sale/flat/287129578/;Cанкт-Петербург;sale;flat;8;10;2;42.0;9600000;Сириус пгт;тупик Нагорный;13Б;;
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/302556231/;Cанкт-Петербург;sale;flat;10;15;2;50.0;7445000;;;;;Южане
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/304817320/;Cанкт-Петербург;sale;flat;3;21;2;56.6;62260000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Спектр;representative_developer;https://novosibirsk.cian.ru/sale/flat/302061372/;Cанкт-Петербург;sale;flat;2;4;1;42.99;6831111;;;;;Спектр
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/292805067/;Cанкт-Петербург;sale;flat;22;25;2;66.0;19500000;Центральный;переулок Горького;18;;Крокус
Edelweiss;developer;https://vladivostok.cian.ru/sale/flat/302518898/;Cанкт-Петербург;sale;flat;2;22;2;62.7;13480500;Первомайский;Кизлярская ;;;Edelweiss Золотой Рог
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/304330059/;Cанкт-Петербург;sale;flat;9;14;2;99.71;118450000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/298136091/;Cанкт-Петербург;sale;flat;2;12;2;75.0;31867500;Сириус пгт; Акаций;34к3;;Фрукты
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/304178493/;Cанкт-Петербург;sale;flat;7;20;2;59.4;28990000;Хорошево-Мневники;к2/1;к2/1;Хорошёво;Сидней Сити ЖК
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294669548/;Cанкт-Петербург;sale;flat;3;15;2;57.2;12313444;;;;;Екатерининский парк
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/298907222/;Cанкт-Петербург;sale;flat;1;12;2;54.8;14200000;Новогиреево;Новогиреевская ;50/9;Перово;
Главстрой Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/304286526/;Cанкт-Петербург;sale;flat;6;23;2;50.14;9722427;Приморский; Ивинская;1к2;Комендантский проспект;Юнтолово
Солнечный Берег;real_estate_agent;https://sochi.cian.ru/sale/flat/299495226/;Cанкт-Петербург;sale;flat;5;14;2;49.0;15600000;Хостинский; Октября;10А;;
ПИК;developer;https://kazan.cian.ru/sale/flat/300741951/;Cанкт-Петербург;sale;flat;2;17;2;51.5;8439789;Советский; Анаса Тазетдинова;;Горки;Нокса парк
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/299278062/;Cанкт-Петербург;sale;flat;9;14;2;51.3;12999990;Косино-Ухтомский; Дмитриевского;9;Лухмановская;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300752249/;Cанкт-Петербург;sale;flat;2;25;1;35.85;8496450;Советский;;;Горки;Светлая Долина ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/304690476/;Cанкт-Петербург;sale;flat;14;14;2;68.9;59990000;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
Брусника;representative_developer;https://tyumen.cian.ru/sale/flat/304906834/;Cанкт-Петербург;sale;flat;3;9;2;63.08;9060000;мкр. Зарека;Мысовская ;26к1;;Зарека
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301258691/;Cанкт-Петербург;sale;flat;2;21;2;57.23;59000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300753040/;Cанкт-Петербург;sale;flat;2;10;2;52.89;8462400;;;;;Дома у Сада. Квартал-сад
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289779246/;Cанкт-Петербург;sale;flat;30;37;2;69.5;40000000;Хорошево-Мневники;Шелепихинская набережная;34к1зд4;Шелепиха;Сердце Столицы
Брусника;developer;https://tyumen.cian.ru/sale/flat/293485135/;Cанкт-Петербург;sale;flat;7;9;2;69.19;9360000;мкр. Зарека;Мысовская ;26к1;;Зарека
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/257101159/;Cанкт-Петербург;sale;flat;9;26;1;37.0;10500000;Центральный;Пластунская ;123Ак1;;Раз Два Три
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/296200102/;Cанкт-Петербург;sale;flat;2;22;1;32.3;4410000;;;;;ЖР 
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303137027/;Cанкт-Петербург;sale;flat;2;5;2;106.0;160000000;Тверской;Никольская ;10;Площадь Революции;St. Nickolas
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/304058350/;Cанкт-Петербург;sale;flat;2;15;1;37.8;6082020;;;;;Южане
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/301493797/;Cанкт-Петербург;sale;flat;9;32;2;63.0;50700000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
География;developer;https://tyumen.cian.ru/sale/flat/304272369/;Cанкт-Петербург;sale;flat;2;14;2;54.64;6765000;;;;;Мотивы
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/300074305/;Cанкт-Петербург;sale;flat;5;38;1;39.8;20000000;Останкинский; Вильгельма Пика;;Ботанический сад;Режиссёр
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301019681/;Cанкт-Петербург;sale;flat;5;22;2;48.02;10516380;Советский;ПК1-1;ПК1-1;Горки;Мой Ритм ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302893025/;Cанкт-Петербург;sale;flat;28;29;2;53.0;44000000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
Edelweiss;developer;https://vladivostok.cian.ru/sale/flat/301633968/;Cанкт-Петербург;sale;flat;5;22;1;37.8;9072000;Первомайский;Кизлярская ;;;Edelweiss Золотой Рог
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/301404169/;Cанкт-Петербург;sale;flat;3;14;2;44.0;36500000;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294671187/;Cанкт-Петербург;sale;flat;2;7;1;35.8;7927910;;;;;Екатерининский парк
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/303002797/;Cанкт-Петербург;sale;flat;8;25;2;42.0;16999990;Строгино; Твардовского;2к5;Строгино;Подсолнухи
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/295341527/;Cанкт-Петербург;sale;flat;3;4;2;54.5;7848000;;;;;Новый свет
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299509241/;Cанкт-Петербург;sale;flat;24;24;2;57.4;39000000;Хорошево-Мневники;Шелепихинская набережная;34к3зд7;Шелепиха;Сердце Столицы
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/304384348/;Cанкт-Петербург;sale;flat;15;16;2;59.95;13967151;мкр. Черемушки;Старокубанская ;123Ак1;;Айвазовский
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303582856/;Cанкт-Петербург;sale;flat;4;21;2;56.2;60000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Брусника;representative_developer;https://tyumen.cian.ru/sale/flat/304906740/;Cанкт-Петербург;sale;flat;1;10;2;77.2;12720000;мкр. Зарека; Газовиков;40;;Европейский квартал
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/304106467/;Cанкт-Петербург;sale;flat;4;4;2;51.1;37800000;Хорошевский;Ленинградский проспект;37/7;Аэропорт;Прайм Парк
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303122636/;Cанкт-Петербург;sale;flat;2;9;2;83.43;30451950;Советский;;;Суконная слобода;Мифы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303766765/;Cанкт-Петербург;sale;flat;4;20;2;76.6;62046000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
ПИК;developer;https://kazan.cian.ru/sale/flat/300741895/;Cанкт-Петербург;sale;flat;16;17;1;32.8;6916789;Советский; Анаса Тазетдинова;;Горки;Нокса парк
Екатерина Боброва;realtor;https://www.cian.ru/sale/flat/304915432/;Cанкт-Петербург;sale;flat;10;12;1;38.0;15200000;Тимирязевский;Астрадамская ;5;Дмитровская;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300753049/;Cанкт-Петербург;sale;flat;3;10;1;35.45;6735500;;;;;Дома у Сада. Квартал-сад
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/303265211/;Cанкт-Петербург;sale;flat;8;25;1;42.0;16999990;Строгино; Твардовского;2к5;Строгино;Подсолнухи
Брусника;developer;https://tyumen.cian.ru/sale/flat/299389839/;Cанкт-Петербург;sale;flat;2;9;1;43.61;7300000;мкр. Зарека;Мысовская ;26к1;;Зарека
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303071841/;Cанкт-Петербург;sale;flat;19;32;1;32.2;25000000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
AVA;developer;https://krasnodar.cian.ru/sale/flat/302605208/;Cанкт-Петербург;sale;flat;10;21;2;56.79;6985170;мкр. ХБК;Уральская ;100/8;;Режиссёр
Яркий Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/304426938/;Cанкт-Петербург;sale;flat;4;8;2;50.0;15000000;Хостинский; Володарского;6;;Marine Garden Sochi
AVA;developer;https://krasnodar.cian.ru/sale/flat/301515173/;Cанкт-Петербург;sale;flat;22;23;2;57.27;7897533;мкр. КСК;Уральская ;87/7;;URAL
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303337092/;Cанкт-Петербург;sale;flat;3;7;2;91.2;80000000;Басманный;Гороховский переулок;12с5;Курская;Гороховский 12
Камбер;developer;https://krasnodar.cian.ru/sale/flat/302487678/;Cанкт-Петербург;sale;flat;13;23;2;64.9;8723534;мкр. Черемушки; Селезнева;104/1;;Дом у озера
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/286895676/;Cанкт-Петербург;sale;flat;3;13;1;37.0;8050000;Центральный; Полтавская;54;;Мадрид 4
СК10;developer;https://rostov.cian.ru/sale/flat/297424905/;Cанкт-Петербург;sale;flat;22;25;2;38.68;5440000;Октябрьский;;;;Гринсайд ЖК
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/304516331/;Cанкт-Петербург;sale;flat;8;13;2;55.0;18000000;Дагомыс пгт; Старошоссейная;5к8;;Каравелла Португалии
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/292859778/;Cанкт-Петербург;sale;flat;3;23;2;51.8;6972280;;;;;Отражение
Северная слобода;real_estate_agent;https://www.cian.ru/sale/flat/303774179/;Cанкт-Петербург;sale;flat;2;9;2;67.9;23000000;Северный;бульвар Академика Ландау;3;Физтех;Северный
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/302623414/;Cанкт-Петербург;sale;flat;4;28;2;48.1;10677000;Центр; Свердлова;10;Динамо;Екатерининский парк
ФОРА;real_estate_agent;https://www.cian.ru/sale/flat/303572144/;Cанкт-Петербург;sale;flat;4;6;1;34.6;15550000;Хорошевский;2-й Хорошевский проезд;9К1;Полежаевская;
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/297042843/;Cанкт-Петербург;sale;flat;11;17;2;51.95;6150000;д. Патрушева; Петра Ершова;12;;ЖР 
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303820905/;Cанкт-Петербург;sale;flat;10;14;1;65.2;35000000;Мещанский; Гиляровского;50;Проспект Мира;
ПИК;developer;https://kazan.cian.ru/sale/flat/304313166/;Cанкт-Петербург;sale;flat;24;26;2;49.0;9332142;Советский;;1;Площадь Тукая;Сиберово ЖК
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304870578/;Cанкт-Петербург;sale;flat;2;16;2;60.0;36500000;Хамовники;Фрунзенская набережная;50;Спортивная;
Неометрия;developer;https://novorossiysk.cian.ru/sale/flat/290063710/;Cанкт-Петербург;sale;flat;17;24;2;43.5;8695650;;;;;Облака
ID 107328710;realtor;https://www.cian.ru/sale/flat/296723055/;Cанкт-Петербург;sale;flat;9;9;2;49.0;36000000;Арбат;Смоленская ;10;Смоленская;
AVA;developer;https://krasnodar.cian.ru/sale/flat/302610446/;Cанкт-Петербург;sale;flat;10;14;2;57.8;6386900;Прикубанский; Имени М.П. Шемякина;2;;Зеленодар
ФОРА;real_estate_agent;https://www.cian.ru/sale/flat/302745451/;Cанкт-Петербург;sale;flat;6;6;2;64.2;25000000;Хорошевский;2-й Хорошевский проезд;9К1;Беговая;
География;developer;https://tyumen.cian.ru/sale/flat/304271728/;Cанкт-Петербург;sale;flat;2;14;1;36.63;4715000;;;;;Мотивы
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303439862/;Cанкт-Петербург;sale;flat;3;10;2;90.0;37900000;Басманный;Нижняя Красносельская ;35С48;Бауманская;TriBeCa APARTMENTS
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303547548/;Cанкт-Петербург;sale;flat;2;17;1;35.78;8730320;Советский;ПК1-2;ПК1-2;Горки;Мой Ритм ЖК
MONEYARD;real_estate_agent;https://www.cian.ru/sale/flat/304029912/;Cанкт-Петербург;sale;flat;16;16;2;51.0;14900000;Головинский;Кронштадтский бульвар;57;Коптево;
НВМ;representative_developer;https://krasnodar.cian.ru/sale/flat/303965752/;Cанкт-Петербург;sale;flat;3;18;2;51.73;6466250;;;;;Народные Кварталы
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/301035843/;Cанкт-Петербург;sale;flat;3;7;2;99.0;80000000;Басманный;Гороховский переулок;12;Курская;Гороховский 12
Неометрия;developer;https://sochi.cian.ru/sale/flat/302606676/;Cанкт-Петербург;sale;flat;3;12;2;42.5;16779000;Адлерский;;;;Флора ЖК
