author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ПИК;developer;https://kazan.cian.ru/sale/flat/300741951/;Казань;sale;flat;2;17;2;51.5;8439789;Советский; Анаса Тазетдинова;;Горки;Нокса парк
МЕГАЛИТ;real_estate_agent;https://kazan.cian.ru/sale/flat/300886870/;Казань;sale;flat;2;9;2;49.3;7400000;Приволжский;проспект Победы;33;Проспект Победы;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301035458/;Казань;sale;flat;2;19;2;48.61;10110880;Советский;;;Горки;Светлая Долина ЖК
МЕГАЛИТ;real_estate_agent;https://kazan.cian.ru/sale/flat/303408068/;Казань;sale;flat;7;9;2;54.0;7650000;Советский;Ломжинская ;6;Горки;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301019681/;Казань;sale;flat;5;22;2;48.02;10516380;Советский;ПК1-1;ПК1-1;Горки;Мой Ритм ЖК
МЕГАЛИТ;real_estate_agent;https://kazan.cian.ru/sale/flat/300795716/;Казань;sale;flat;1;5;2;99.1;18000000;Вахитовский; Калинина;10;Суконная слобода;
ПИК;developer;https://kazan.cian.ru/sale/flat/300741895/;Казань;sale;flat;16;17;1;32.8;6916789;Советский; Анаса Тазетдинова;;Горки;Нокса парк
МЕГАЛИТ;real_estate_agent;https://kazan.cian.ru/sale/flat/297723058/;Казань;sale;flat;3;5;2;35.6;5499000;Ново-Савиновский; Гагарина;81;Северный Вокзал;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303122636/;Казань;sale;flat;2;9;2;83.43;30451950;Советский;;;Суконная слобода;Мифы
МЕГАЛИТ;real_estate_agent;https://kazan.cian.ru/sale/flat/297484099/;Казань;sale;flat;9;10;1;36.2;5750000;Авиастроительный; Чапаева;19/10;Авиастроительная;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300752249/;Казань;sale;flat;2;25;1;35.85;8496450;Советский;;;Горки;Светлая Долина ЖК
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/292755065/;Казань;sale;flat;9;10;2;56.1;4849000;Кировский;Привокзальная ;52;Кремлёвская;
ПИК;developer;https://kazan.cian.ru/sale/flat/304313166/;Казань;sale;flat;24;26;2;49.0;9332142;Советский;;1;Площадь Тукая;Сиберово ЖК
ART House;real_estate_agent;https://kazan.cian.ru/sale/flat/303335843/;Казань;sale;flat;3;5;1;29.9;3570000;Московский; Гудованцева;41а;Авиастроительная;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303547548/;Казань;sale;flat;2;17;1;35.78;8730320;Советский;ПК1-2;ПК1-2;Горки;Мой Ритм ЖК
ART House;real_estate_agent;https://kazan.cian.ru/sale/flat/298728034/;Казань;sale;flat;6;9;1;31.1;4100000;Советский; Солидарности;21;Суконная слобода;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303122639/;Казань;sale;flat;2;9;1;67.3;23555000;Советский;;;Суконная слобода;Мифы
ЦН1;real_estate_agent;https://kazan.cian.ru/sale/flat/302250260/;Казань;sale;flat;5;9;2;52.9;6000000;Ново-Савиновский; Фатыха Амирхана;95;Северный Вокзал;
ПИК;developer;https://kazan.cian.ru/sale/flat/297337761/;Казань;sale;flat;19;26;1;33.0;7856339;Советский;;1;Площадь Тукая;Сиберово ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/273695755/;Казань;sale;flat;3;6;1;34.6;5799000;Советский; Анаса Тазетдинова;4;Дубравная;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/304842098/;Казань;sale;flat;4;5;2;72.59;25769450;Вахитовский;;;Кремлёвская;Дом на Исхаки ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/267941799/;Казань;sale;flat;8;24;1;30.2;7400000;Советский; Родины;26В;Горки;Родина
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/304842102/;Казань;sale;flat;4;5;1;40.17;14461200;Вахитовский;;;Кремлёвская;Дом на Исхаки ЖК
TATNED;real_estate_agent;https://kazan.cian.ru/sale/flat/301121857/;Казань;sale;flat;2;10;2;52.7;8500000;Советский; Фикрята Табеева;1;Дубравная;Весна
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/304371432/;Казань;sale;flat;7;18;2;47.3;7727000;Приволжский;;;Аметьево;Паркмаяк ЖК
ЦН1;real_estate_agent;https://kazan.cian.ru/sale/flat/301156072/;Казань;sale;flat;4;5;1;32.0;6600000;Советский; Красной Позиции;29;Суконная слобода;
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/304383932/;Казань;sale;flat;10;18;1;36.4;6417000;Приволжский;;;Аметьево;Паркмаяк ЖК
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/303120824/;Казань;sale;flat;2;5;1;32.3;4190000;Авиастроительный; Побежимова;41А;Авиастроительная;
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939307/;Казань;sale;flat;3;14;2;48.5;9150000;Приволжский;Ферма-2 жилмассив;;Проспект Победы;Фермаполис
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/299112651/;Казань;sale;flat;5;9;2;50.4;7199000;Ново-Савиновский; Мусина;74;Козья слобода;
Садовое кольцо;developer;https://kazan.cian.ru/sale/flat/304046773/;Казань;sale;flat;3;21;2;77.51;20673932;Ново-Савиновский;;;Козья слобода;Савин Фемили ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/303719626/;Казань;sale;flat;1;9;1;22.5;3990000;Вахитовский;Портовая ;21;;
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939091/;Казань;sale;flat;2;14;1;36.5;7233000;Приволжский;Ферма-2 жилмассив;;Проспект Победы;Фермаполис
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/302924084/;Казань;sale;flat;2;10;2;52.1;6000000;Авиастроительный; Челюскина;35;Авиастроительная;
Садовое кольцо;developer;https://kazan.cian.ru/sale/flat/304046768/;Казань;sale;flat;15;18;1;40.37;14952725;Ново-Савиновский;;;Козья слобода;Савин Фемили ЖК
Риэлт Групп;real_estate_agent;https://kazan.cian.ru/sale/flat/299725962/;Казань;sale;flat;9;9;1;38.2;6150000;Ново-Савиновский; Маршала Чуйкова;15;Северный Вокзал;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/302008554/;Казань;sale;flat;4;25;2;58.69;12114598;Советский;;к1;Горки;Яратам ЖК
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/302168240/;Казань;sale;flat;23;25;2;60.0;29000000;Кировский;Шоссейная ;57;Козья слобода;Atlantis Deluxe
СМУ-88;developer;https://kazan.cian.ru/sale/flat/302352859/;Казань;sale;flat;2;10;2;44.47;13735323;Вахитовский; Дулата Али;;Площадь Тукая;Яналиф
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/304691287/;Казань;sale;flat;1;5;2;42.4;5299000;Кировский; Батыршина;20;Яшьлек;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/298833692/;Казань;sale;flat;11;25;1;40.62;9804045;Советский;;;Горки;Яратам ЖК
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/303368067/;Казань;sale;flat;12;17;2;73.0;13000000;Ново-Савиновский; Фатыха Амирхана;12Е;Яшьлек;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/298988645/;Казань;sale;flat;3;15;1;41.2;12933594;Вахитовский; Дулата Али;;Площадь Тукая;Яналиф
Основа;real_estate_agent;https://kazan.cian.ru/sale/flat/300596020/;Казань;sale;flat;12;19;2;50.2;11900000;Советский; Академика Губкина;12Б;Суконная слобода;
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939675/;Казань;sale;flat;2;4;2;75.8;21224000;Вахитовский; Сары Садыковой;51А;Площадь Тукая;Комос на Тукая
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/299733208/;Казань;sale;flat;10;16;1;40.0;6500000;Советский; Академика Сахарова;18;Горки;
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939692/;Казань;sale;flat;2;4;1;51.7;15768500;Вахитовский; Сары Садыковой;51А;Площадь Тукая;Комос на Тукая
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/299843313/;Казань;sale;flat;2;9;2;51.6;6990000;Приволжский;проспект Победы;18;Проспект Победы;
Авторы;developer;https://kazan.cian.ru/sale/flat/291146776/;Казань;sale;flat;6;7;2;63.39;22186500;Кировский; Большая;76;Кремлёвская;Лаунж-дома Авторы на Большой
ART House;real_estate_agent;https://kazan.cian.ru/sale/flat/302531348/;Казань;sale;flat;17;18;2;43.8;7300000;Советский; Архитектора Гайнутдинова;26;Горки;Green
Авторы;developer;https://kazan.cian.ru/sale/flat/291146723/;Казань;sale;flat;4;7;1;48.8;15420236;Кировский; Большая;76;Кремлёвская;Лаунж-дома Авторы на Большой
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/296253799/;Казань;sale;flat;2;10;2;49.8;7000000;Советский; Хайдара Бигичева;11;Горки;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/302782577/;Казань;sale;flat;12;18;2;61.75;14401656;Кировский;Ягодинская ;;Козья слобода;Крыловка парк
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/302256783/;Казань;sale;flat;3;19;2;55.0;11600000;Советский; Мансура Хасанова;13;Горки;Мечта
СМУ-88;developer;https://kazan.cian.ru/sale/flat/302998547/;Казань;sale;flat;2;14;2;47.56;10398920;Советский;;;Горки;Вознесенский Квартал ЖК
Las Vegas;real_estate_agent;https://kazan.cian.ru/sale/flat/304216950/;Казань;sale;flat;7;9;1;37.6;4200000;Авиастроительный; Литвинова;55;Авиастроительная;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/295715646/;Казань;sale;flat;12;18;1;35.6;10061531;Кировский;Ягодинская ;;Козья слобода;Крыловка парк
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/303463007/;Казань;sale;flat;2;5;2;47.6;6500000;Вахитовский; Камиля Якуба;2;Площадь Тукая;
Шаляпина Пятнадцать;developer;https://kazan.cian.ru/sale/flat/297763011/;Казань;sale;flat;2;10;2;76.97;28705085;Приволжский; Качалова;;Суконная слобода;Клубный дом Шаляпина XV
ART House;real_estate_agent;https://kazan.cian.ru/sale/flat/304191551/;Казань;sale;flat;11;18;2;55.0;10400000;Ново-Савиновский; Адоратского;1Б;Яшьлек;Акварель
СМУ-88;developer;https://kazan.cian.ru/sale/flat/303048812/;Казань;sale;flat;18;22;1;25.97;8326120;Советский;;;Горки;Вознесенский Квартал ЖК
ЦН1;real_estate_agent;https://kazan.cian.ru/sale/flat/301174616/;Казань;sale;flat;9;10;2;53.5;7700000;Ново-Савиновский; Маршала Чуйкова;59а;Козья слобода;
Шаляпина Пятнадцать;developer;https://kazan.cian.ru/sale/flat/302441001/;Казань;sale;flat;5;10;1;52.2;25522648;Приволжский; Качалова;;Суконная слобода;Клубный дом Шаляпина XV
Риэлт Групп;real_estate_agent;https://kazan.cian.ru/sale/flat/302946094/;Казань;sale;flat;5;5;2;45.5;4990000;Советский;Парковая ;13;Суконная слобода;
ID 75313127;developer;https://kazan.cian.ru/sale/flat/297904236/;Казань;sale;flat;2;15;2;48.2;8270000;Авиастроительный; Михаила Миля;3;Северный Вокзал;Династия
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/303456733/;Казань;sale;flat;17;22;1;34.0;8900000;Приволжский; Братьев Касимовых;35;Горки;Привилегия
Каз Дом Строй;developer;https://kazan.cian.ru/sale/flat/284393216/;Казань;sale;flat;6;9;1;51.5;25000000;Приволжский; Шаляпина;32;Суконная слобода;Шаляпин
Center Group;real_estate_agent;https://kazan.cian.ru/sale/flat/303226038/;Казань;sale;flat;10;19;2;62.0;13400000;Советский; Бари Галеева;8Ак1;Суконная слобода;
ID 75313127;developer;https://kazan.cian.ru/sale/flat/296264751/;Казань;sale;flat;3;19;2;53.17;10100000;Советский;;5;Аметьево;Мечта ЖК
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/303456738/;Казань;sale;flat;4;5;1;42.0;5990000;Советский; Интернациональная;9Ак1;Дубравная;
Унистрой;developer;https://kazan.cian.ru/sale/flat/299014965/;Казань;sale;flat;2;20;2;55.21;9530000;Приволжский;;;Аметьево;Кью на Кулагина ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/302707510/;Казань;sale;flat;2;5;2;45.1;6800000;Московский;проспект Ибрагимова;75;Козья слобода;
ID 75313127;developer;https://kazan.cian.ru/sale/flat/296264128/;Казань;sale;flat;10;15;1;36.17;7210000;Авиастроительный; Михаила Миля;3;Северный Вокзал;Династия
Las Vegas;real_estate_agent;https://kazan.cian.ru/sale/flat/304216941/;Казань;sale;flat;5;13;1;32.9;7750000;Приволжский; Баки Урманче;4к2;Проспект Победы;Солнечный Город Супер
ID 75313127;developer;https://kazan.cian.ru/sale/flat/296264784/;Казань;sale;flat;4;19;1;38.18;8150000;Советский;;5;Аметьево;Мечта ЖК
Жильё- Групп;real_estate_agent;https://kazan.cian.ru/sale/flat/301271843/;Казань;sale;flat;3;5;2;73.3;10699000;Кировский;Березовая ;31;Проспект Победы;
Унистрой;developer;https://kazan.cian.ru/sale/flat/299315320/;Казань;sale;flat;3;20;1;26.04;6990000;Приволжский;;;Аметьево;Кью на Кулагина ЖК
TATNED;real_estate_agent;https://kazan.cian.ru/sale/flat/299514906/;Казань;sale;flat;7;9;2;53.0;6999000;Ново-Савиновский; Гаврилова;28;Яшьлек;
Арт-Строй;developer;https://kazan.cian.ru/sale/flat/300275099/;Казань;sale;flat;13;25;2;93.8;17500000;Советский; Аметьевская магистраль;18к5;Аметьево;Легенда
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/301700813/;Казань;sale;flat;8;10;1;38.1;8990000;Московский; Серова;43к1;Яшьлек;Меркурий
NovaStroy;developer;https://kazan.cian.ru/sale/flat/289689163/;Казань;sale;flat;3;20;2;54.88;17506720;Советский;;;Суконная слобода;Нова ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/273878493/;Казань;sale;flat;21;25;1;35.0;8600000;Приволжский; Братьев Батталовых;20к2;Проспект Победы;Палитра
NovaStroy;developer;https://kazan.cian.ru/sale/flat/290644264/;Казань;sale;flat;2;9;2;64.15;17641250;Вахитовский;;;Площадь Тукая;Максат ЖК
Основа;real_estate_agent;https://kazan.cian.ru/sale/flat/303012882/;Казань;sale;flat;3;6;2;41.5;9990000;Советский; Анаса Тазетдинова;6;Дубравная;Лето
ID 75313127;developer;https://kazan.cian.ru/sale/flat/296264201/;Казань;sale;flat;1;24;2;57.4;10750000;Советский; Родины;26А;Горки;Родина
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/302924117/;Казань;sale;flat;7;19;1;32.0;6999999;Советский;;2-3;Дубравная;Светлая Долина ЖК
ID 75313127;developer;https://kazan.cian.ru/sale/flat/302301657/;Казань;sale;flat;2;13;2;51.12;8970000;Советский;;;Суконная слобода;Статный
Риэлт Групп;real_estate_agent;https://kazan.cian.ru/sale/flat/299496352/;Казань;sale;flat;14;19;2;45.2;7200000;Приволжский;Лазурная ;4;Проспект Победы;Южный парк
NovaStroy;developer;https://kazan.cian.ru/sale/flat/289688920/;Казань;sale;flat;3;20;1;34.49;11416190;Советский;;;Суконная слобода;Нова ЖК
ЦН1;real_estate_agent;https://kazan.cian.ru/sale/flat/300178181/;Казань;sale;flat;9;10;1;45.0;6900000;Советский; Юлиуса Фучика;82;Проспект Победы;
NovaStroy;developer;https://kazan.cian.ru/sale/flat/278050614/;Казань;sale;flat;4;9;1;53.49;14977200;Вахитовский;;;Площадь Тукая;Максат ЖК
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/301010513/;Казань;sale;flat;1;7;2;57.9;8190000;Приволжский; Абубекира Терегулова;10;Дубравная;
ID 75313127;developer;https://kazan.cian.ru/sale/flat/300720171/;Казань;sale;flat;2;23;2;52.01;10320000;Советский;;2;Горки;Притяжение ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/303233516/;Казань;sale;flat;13;25;2;62.2;13500000;Ново-Савиновский;Чистопольская ;61Д;Козья слобода;Миллениум сити
ID 75313127;developer;https://kazan.cian.ru/sale/flat/302302987/;Казань;sale;flat;2;13;1;36.23;7230000;Советский;;;Суконная слобода;Статный
Риэлт Групп;real_estate_agent;https://kazan.cian.ru/sale/flat/299369876/;Казань;sale;flat;10;18;1;39.3;4700000;Кировский; Айрата Арсланова;11;Авиастроительная;Салават Купере
ID 75313127;developer;https://kazan.cian.ru/sale/flat/300721574/;Казань;sale;flat;2;23;1;30.69;7400000;Советский;;2;Горки;Притяжение ЖК
TATNED;real_estate_agent;https://kazan.cian.ru/sale/flat/303012700/;Казань;sale;flat;8;9;1;34.3;5599000;Советский; Академика Сахарова;27;Горки;
NovaStroy;developer;https://kazan.cian.ru/sale/flat/300158703/;Казань;sale;flat;2;5;1;17.1;9405000;Вахитовский; Бурхана Шахиди;18/18;Кремлёвская;Vertical Boutique
TATNED;real_estate_agent;https://kazan.cian.ru/sale/flat/303948436/;Казань;sale;flat;2;10;1;40.0;7300000;Приволжский; Баки Урманче;6;Горки;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/302998458/;Казань;sale;flat;8;22;2;65.64;13048814;Советский;;;Горки;Вознесенский Квартал ЖК
ART House;real_estate_agent;https://kazan.cian.ru/sale/flat/297233444/;Казань;sale;flat;19;19;1;35.99;7500000;Советский; Мансура Хасанова;15;Горки;Мечта
ПИК;developer;https://kazan.cian.ru/sale/flat/301989498/;Казань;sale;flat;11;17;1;32.6;7370942;Советский;;4;Горки;Нокса Парк ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/301792747/;Казань;sale;flat;2;16;2;53.2;11300000;Кировский;Горсоветская ;29;Козья слобода;
ПИК;developer;https://kazan.cian.ru/sale/flat/290735745/;Казань;sale;flat;13;17;2;51.5;9029065;Советский;;2;Горки;Нокса Парк ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/303281182/;Казань;sale;flat;7;10;1;42.4;7390000;Советский; Зур Урам;1Кк5;Горки;
ПИК;developer;https://kazan.cian.ru/sale/flat/286095041/;Казань;sale;flat;5;12;1;32.6;7580571;Советский;;5;Горки;Нокса Парк ЖК
Риэлт Групп;real_estate_agent;https://kazan.cian.ru/sale/flat/298945066/;Казань;sale;flat;7;19;1;37.7;6350000;Приволжский;Лазурная ;4;Проспект Победы;Южный парк
ПИК;developer;https://kazan.cian.ru/sale/flat/296726126/;Казань;sale;flat;16;16;2;58.3;11588496;Советский;;1;Площадь Тукая;Сиберово ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/276074071/;Казань;sale;flat;2;6;2;71.0;22859000;Вахитовский;Право-Булачная ;51/1;Площадь Тукая;
NovaStroy;developer;https://kazan.cian.ru/sale/flat/289688927/;Казань;sale;flat;3;20;2;76.07;23885980;Советский;;;Суконная слобода;Нова ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/273554205/;Казань;sale;flat;1;10;2;64.1;12170000;Вахитовский;Портовая ;37к1;Площадь Тукая;
NovaStroy;developer;https://kazan.cian.ru/sale/flat/278051095/;Казань;sale;flat;2;9;2;83.45;21697000;Вахитовский;;;Площадь Тукая;Максат ЖК
Альтера;real_estate_agent;https://kazan.cian.ru/sale/flat/299144266/;Казань;sale;flat;6;9;2;58.95;11700000;Приволжский;33-й Военный городок;;Горки;Аквамарин
NovaStroy;developer;https://kazan.cian.ru/sale/flat/289689184/;Казань;sale;flat;4;20;2;73.6;22889600;Советский;;;Суконная слобода;Нова ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/299033729/;Казань;sale;flat;5;5;1;50.8;11500000;Вахитовский; Марселя Салимжанова;21;Суконная слобода;
ПИК;developer;https://kazan.cian.ru/sale/flat/296726114/;Казань;sale;flat;7;17;2;53.0;9006369;Советский;;8;Горки;Нокса Парк ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/294742659/;Казань;sale;flat;9;20;1;27.8;12600000;Ново-Савиновский; Алексея Козина;2;Козья слобода;Savin House
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939447/;Казань;sale;flat;6;14;2;61.7;10500000;Приволжский;Ферма-2 жилмассив;;Проспект Победы;Фермаполис
ART House;real_estate_agent;https://kazan.cian.ru/sale/flat/303922764/;Казань;sale;flat;2;10;1;41.47;10500000;Советский; Николая Ершова;;Суконная слобода;Уникум на Ершова
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939702/;Казань;sale;flat;3;4;1;51.2;16128000;Вахитовский; Сары Садыковой;51А;Площадь Тукая;Комос на Тукая
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/276834927/;Казань;sale;flat;3;6;2;60.0;20000000;Вахитовский; Фатыха Карима;20;Площадь Тукая;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301111329/;Казань;sale;flat;22;25;1;42.22;10470560;Советский;;;Горки;Мой Ритм ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/297777194/;Казань;sale;flat;3;3;2;38.3;6250000;Московский; Тунакова;45А;Яшьлек;
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939607/;Казань;sale;flat;6;14;2;67.0;11503000;Приволжский;Ферма-2 жилмассив;;Проспект Победы;Фермаполис
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/302256746/;Казань;sale;flat;4;20;2;48.1;11600000;Советский; Аделя Кутуя;100;Горки;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301113065/;Казань;sale;flat;13;24;2;53.2;11757200;Советский;;ПК4;Горки;Мой Ритм ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/272948665/;Казань;sale;flat;14;26;2;71.24;12500000;Приволжский; Карбышева;12а;Горки;Авалон Сити
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301019745/;Казань;sale;flat;3;22;1;36.35;8905750;Советский;ПК1-1;ПК1-1;Горки;Мой Ритм ЖК
Риэлт Групп;real_estate_agent;https://kazan.cian.ru/sale/flat/298464678/;Казань;sale;flat;4;5;1;31.0;5050000;Кировский; Батыршина;40к1;Яшьлек;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301019580/;Казань;sale;flat;10;17;2;58.67;12203360;Советский;ПК1-2;ПК1-2;Горки;Мой Ритм ЖК
Жильё- Групп;real_estate_agent;https://kazan.cian.ru/sale/flat/301898526/;Казань;sale;flat;5;6;2;68.9;9200000;Авиастроительный; Чапаева;25;Авиастроительная;
ПИК;developer;https://kazan.cian.ru/sale/flat/303892377/;Казань;sale;flat;17;24;2;50.5;9818390;Советский;;1;Площадь Тукая;Сиберово ЖК
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/299531199/;Казань;sale;flat;15;22;1;36.18;8500000;Советский;;;Горки;Мой Ритм ЖК
СМУ-88;developer;https://kazan.cian.ru/sale/flat/302998500/;Казань;sale;flat;15;22;2;54.31;12250666;Советский;;;Горки;Вознесенский Квартал ЖК
Самолет Плюс Казанский офис;real_estate_agent;https://kazan.cian.ru/sale/flat/302711808/;Казань;sale;flat;24;25;1;25.0;5799000;Советский; Космонавтов;61Е;Суконная слобода;Ракета
СМУ-88;developer;https://kazan.cian.ru/sale/flat/302998575/;Казань;sale;flat;8;14;2;61.8;12672540;Советский;;;Горки;Вознесенский Квартал ЖК
Самолет Плюс Казанский офис;real_estate_agent;https://kazan.cian.ru/sale/flat/296570467/;Казань;sale;flat;6;9;1;39.0;8700000;Ново-Савиновский; Гагарина;63а;Северный Вокзал;Гравитация
ТАШ-ИНВЕСТСТРОЙ;developer;https://kazan.cian.ru/sale/flat/301305175/;Казань;sale;flat;2;9;2;64.04;10707000;Приволжский;;;Аметьево;Алтын Яр ЖК
Самолет Плюс Казанский офис;real_estate_agent;https://kazan.cian.ru/sale/flat/301948861/;Казань;sale;flat;5;9;2;43.0;8500000;Советский; Анаса Тазетдинова;6;Дубравная;Лето
ТАШ-ИНВЕСТСТРОЙ;developer;https://kazan.cian.ru/sale/flat/301305097/;Казань;sale;flat;2;9;2;65.35;10936250;Приволжский;;;Аметьево;Алтын Яр ЖК
Ключ;real_estate_agent;https://kazan.cian.ru/sale/flat/304727068/;Казань;sale;flat;10;11;1;40.0;6200000;Советский; Юлиуса Фучика;106а;Проспект Победы;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301018801/;Казань;sale;flat;17;17;1;32.97;9891000;Советский; Петра Полушкина;5/2;Горки;Мой Ритм
Ключ;real_estate_agent;https://kazan.cian.ru/sale/flat/303249301/;Казань;sale;flat;5;7;1;37.8;6350000;Приволжский; Комиссара Габишева;25Б;Дубравная;
ПИК;developer;https://kazan.cian.ru/sale/flat/300131619/;Казань;sale;flat;12;24;1;39.6;8725589;Советский;;1;Площадь Тукая;Сиберово ЖК
Основа;real_estate_agent;https://kazan.cian.ru/sale/flat/304685493/;Казань;sale;flat;5;9;1;41.5;9890000;Советский; Анаса Тазетдинова;1;Дубравная;Лето
Авторы;developer;https://kazan.cian.ru/sale/flat/304160625/;Казань;sale;flat;3;5;2;59.25;26127923;Вахитовский; Старообрядческая;;Площадь Тукая;"Клубный дом ""Авторы на Петербургской"""
ОАЗИС;real_estate_agent;https://kazan.cian.ru/sale/flat/303537799/;Казань;sale;flat;6;18;1;37.9;8690000;Советский;Бухарская ;32к2;Горки;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/301553797/;Казань;sale;flat;4;19;2;86.16;24299621;Вахитовский; Дулата Али;;Площадь Тукая;Яналиф
Основа;real_estate_agent;https://kazan.cian.ru/sale/flat/301636153/;Казань;sale;flat;4;10;2;61.0;10500000;Приволжский; Юлиуса Фучика;62А;Дубравная;
NovaStroy;developer;https://kazan.cian.ru/sale/flat/278050762/;Казань;sale;flat;6;9;2;69.97;18891900;Вахитовский;;;Площадь Тукая;Максат ЖК
Руан;real_estate_agent;https://kazan.cian.ru/sale/flat/303882131/;Казань;sale;flat;3;9;1;39.5;5799000;Авиастроительный; Академика Павлова;19;Авиастроительная;
NovaStroy;developer;https://kazan.cian.ru/sale/flat/299740716/;Казань;sale;flat;4;5;1;38.62;14675600;Вахитовский; Бурхана Шахиди;18/18;Кремлёвская;Vertical Boutique
Инна Елисеева;realtor;https://kazan.cian.ru/sale/flat/304173900/;Казань;sale;flat;15;18;2;70.6;16000000;Советский;Даурская ;24А;Аметьево;
NovaStroy;developer;https://kazan.cian.ru/sale/flat/299495646/;Казань;sale;flat;5;9;2;67.25;18157500;Вахитовский;;;Площадь Тукая;Максат ЖК
Макромир Казань;real_estate_agent;https://kazan.cian.ru/sale/flat/303469412/;Казань;sale;flat;5;5;2;42.9;5999000;Приволжский; Владимира Кулагина;6;Площадь Тукая;
ПИК;developer;https://kazan.cian.ru/sale/flat/300741866/;Казань;sale;flat;17;17;2;50.9;9020138;Советский; Анаса Тазетдинова;;Горки;Нокса парк
